Lufthygienisches ‹berwachungssystem Niedersachsen;
Ostfriesland;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
07.03.2019;15:00;9,575; ;11,615;;15,753;;75,210;;10,39;;990,7;;239,4;;5,08;;59,2;;0;;284,7;;
07.03.2019;16:00;9,470; ;16,585;;20,428;;70,328;;10,02;;990,8;;235,1;;5,20;;66,1;;0;;151,1;;
07.03.2019;17:00;9,318; ;14,237;;17,479;;75,265;;9,68;;990,8;;239,5;;4,29;;69,6;;22;;95,1;;
07.03.2019;18:00;9,202; ;16,492;;18,749;;74,856;;8,45;;991,0;;234,9;;6,32;;77,5;;22;;36,5;;
07.03.2019;19:00;9,098; ;20,689;;23,168;;72,776;;7,21;;991,4;;231,0;;6,08;;84,8;;29;;3,2;;
07.03.2019;20:00;8,995; ;33,656;;40,618;;55,684;;7,24;;991,4;;221,3;;5,70;;82,6;;0;;0,0;;
07.03.2019;21:00;8,875; ;25,734;;31,356;;59,036;;7,76;;990,8;;213,0;;5,08;;79,0;;0;;0,0;;
07.03.2019;22:00;8,788; ;24,610;;29,644;;61,587;;7,75;;990,1;;224,5;;7,10;;80,1;;49;;0,1;;
07.03.2019;23:00;8,523; ;12,788;;14,306;;72,964;;6,22;;990,1;;234,9;;6,26;;92,6;;60;;1,0;;
08.03.2019;00:00;8,276; ;21,211;;23,805;;60,743;;6,46;;989,8;;231,0;;7,11;;94,9;;60;;1,0;;
08.03.2019;01:00;8,155; ;;*;;*;;*;6,65;;990,0;;246,0;;4,04;;95,9;;60;;0,8;;
08.03.2019;02:00;7,864; ;5,809;;6,568;;70,167;;6,44;;990,5;;248,6;;3,69;;93,8;;60;;0,5;;
08.03.2019;03:00;7,558; ;5,172;;5,535;;69,286;;6,45;;991,4;;268,8;;3,52;;98,5;;60;;0,4;;
08.03.2019;04:00;7,381; ;4,713;;5,225;;68,397;;6,80;;992,8;;286,5;;3,67;;96,2;;60;;0,3;;
08.03.2019;05:00;7,270; ;4,437;;4,908;;69,381;;6,78;;994,5;;298,1;;5,40;;93,6;;40;;0,4;;
08.03.2019;06:00;7,451; ;5,991;;6,460;;77,082;;6,37;;996,6;;306,2;;5,26;;93,1;;17;;0,5;;
08.03.2019;07:00;8,111; ;10,116;;11,133;;80,110;;6,48;;998,8;;303,9;;4,40;;87,0;;10;;0,6;;
08.03.2019;08:00;8,653; ;9,132;;10,068;;86,054;;6,44;;1001,2;;310,3;;4,47;;81,1;;4;;20,1;;
08.03.2019;09:00;8,873; ;8,891;;10,568;;86,842;;6,08;;1003,4;;310,3;;4,55;;76,7;;13;;60,8;;
08.03.2019;10:00;9,361; ;9,571;;11,961;;88,084;;6,98;;1005,3;;315,6;;3,67;;68,6;;0;;230,8;;
08.03.2019;11:00;9,907; ;7,970;;10,715;;88,120;;7,37;;1006,7;;309,0;;3,60;;64,1;;0;;300,1;;
08.03.2019;12:00;10,447; ;10,107;;13,426;;84,290;;8,10;;1008,0;;305,9;;3,82;;64,2;;0;;418,0;;
08.03.2019;13:00;10,956; ;8,563;;11,293;;86,501;;7,95;;1009,2;;314,4;;4,14;;60,3;;0;;305,1;;
08.03.2019;14:00;11,430; ;9,309;;11,659;;85,909;;8,41;;1009,8;;315,6;;3,57;;54,5;;0;;447,9;;
08.03.2019;15:00;11,879; ;7,344;;8,546;;87,021;;8,39;;1010,3;;296,0;;3,43;;51,9;;0;;235,2;;
08.03.2019;16:00;12,272; ;10,114;;12,526;;84,857;;8,56;;1010,6;;293,9;;2,85;;51,3;;0;;224,6;;
08.03.2019;17:00;12,704; ;9,651;;10,976;;81,922;;8,51;;1010,7;;279,7;;1,67;;53,7;;0;;109,0;;
08.03.2019;18:00;13,095; ;15,818;;17,405;;77,122;;7,97;;1010,5;;258,9;;1,58;;52,9;;0;;33,1;;
08.03.2019;19:00;13,576; ;17,536;;18,691;;73,049;;7,07;;1010,5;;239,7;;2,70;;66,8;;0;;1,4;;
08.03.2019;20:00;14,083; ;25,526;;28,055;;62,961;;6,76;;1010,1;;233,5;;3,04;;72,8;;0;;0,0;;
08.03.2019;21:00;14,511; ;23,190;;25,757;;60,660;;6,30;;1009,4;;226,9;;2,76;;78,0;;0;;0,0;;
08.03.2019;22:00;14,865; ;25,138;;26,836;;53,678;;5,71;;1008,7;;216,5;;3,14;;80,7;;0;;0,0;;
08.03.2019;23:00;15,249; ;20,911;;22,809;;50,892;;5,76;;1007,7;;216,2;;3,38;;82,3;;0;;0,0;;
09.03.2019;00:00;15,591; ;13,985;;14,609;;58,164;;6,40;;1006,5;;221,8;;4,68;;81,7;;9;;0,0;;
09.03.2019;01:00;15,680; ;11,706;;12,801;;69,093;;6,43;;1005,3;;222,4;;5,51;;85,9;;59;;0,0;;
09.03.2019;02:00;15,758; ;;*;;*;;*;6,21;;1003,8;;224,3;;5,71;;90,9;;60;;0,0;;
09.03.2019;03:00;15,813; ;10,795;;11,922;;73,825;;6,00;;1002,2;;224,5;;5,93;;93,7;;56;;0,0;;
09.03.2019;04:00;15,825; ;13,477;;15,199;;64,609;;6,22;;1000,7;;230,7;;6,40;;97,3;;60;;0,4;;
09.03.2019;05:00;15,679; ;7,718;;8,291;;69,521;;7,00;;1000,5;;266,8;;3,51;;96,7;;29;;0,2;;
09.03.2019;06:00;15,532; ;5,581;;5,946;;77,155;;7,39;;1001,3;;286,4;;3,96;;87,4;;0;;0,1;;
09.03.2019;07:00;15,171; ;6,483;;6,979;;79,820;;7,06;;1002,0;;283,9;;3,15;;81,7;;0;;0,1;;
09.03.2019;08:00;15,085; ;9,870;;10,538;;77,701;;6,90;;1002,5;;277,4;;2,42;;80,8;;0;;20,7;;
09.03.2019;09:00;15,268; ;5,873;;6,980;;83,118;;7,47;;1003,1;;287,2;;4,30;;76,1;;0;;145,5;;
09.03.2019;10:00;15,349; ;6,490;;7,431;;83,249;;7,83;;1003,8;;281,4;;3,26;;74,4;;0;;218,0;;
09.03.2019;11:00;15,415; ;8,963;;10,468;;81,012;;8,18;;1004,2;;279,4;;3,18;;71,6;;0;;196,3;;
09.03.2019;12:00;15,276; ;6,559;;8,130;;84,950;;9,07;;1004,3;;285,8;;4,16;;65,5;;0;;369,9;;
09.03.2019;13:00;15,152; ;5,465;;6,470;;88,378;;9,48;;1004,3;;283,0;;3,62;;60,1;;0;;361,3;;
09.03.2019;14:00;15,013; ;6,843;;8,196;;85,539;;9,97;;1003,3;;247,7;;3,86;;59,2;;0;;330,4;;
09.03.2019;15:00;14,991; ;11,641;;13,540;;79,010;;9,34;;1001,6;;238,2;;5,24;;67,1;;10;;113,8;;
09.03.2019;16:00;14,911; ;7,926;;8,601;;81,834;;7,18;;1000,3;;254,6;;2,78;;88,6;;57;;60,4;;
09.03.2019;17:00;14,859; ;8,179;;8,947;;86,041;;7,16;;999,9;;288,2;;4,55;;88,2;;24;;66,4;;
09.03.2019;18:00;14,577; ;5,643;;6,289;;92,900;;5,36;;1003,0;;321,8;;5,20;;88,1;;0;;50,5;;
09.03.2019;19:00;14,334; ;7,116;;7,539;;92,851;;5,65;;1005,4;;303,4;;4,85;;84,8;;0;;2,6;;
09.03.2019;20:00;14,164; ;5,971;;6,372;;92,759;;5,73;;1006,7;;294,3;;4,04;;84,1;;0;;0,0;;
09.03.2019;21:00;14,058; ;6,331;;6,682;;87,520;;5,65;;1007,6;;286,0;;2,90;;86,5;;0;;0,0;;
09.03.2019;22:00;13,891; ;7,110;;7,535;;83,280;;5,46;;1008,1;;281,3;;1,82;;86,7;;0;;0,0;;
09.03.2019;23:00;13,819; ;9,073;;9,519;;78,374;;5,56;;1008,2;;258,3;;1,80;;88,7;;0;;0,0;;
10.03.2019;00:00;13,867; ;10,358;;11,022;;74,981;;5,74;;1008,5;;264,8;;2,14;;90,6;;0;;0,0;;
10.03.2019;01:00;13,985; ;7,815;;8,382;;79,120;;6,14;;1008,6;;280,1;;2,44;;86,0;;0;;0,0;;
10.03.2019;02:00;14,151; ;6,538;;6,968;;81,424;;6,13;;1008,3;;280,4;;2,11;;83,0;;0;;0,0;;
10.03.2019;03:00;14,543; ;;*;;*;;*;6,05;;1007,8;;278,0;;1,60;;85,3;;0;;0,0;;
10.03.2019;04:00;14,803; ;11,795;;12,492;;73,787;;5,94;;1007,1;;268,8;;1,45;;85,1;;0;;0,0;;
10.03.2019;05:00;15,070; ;14,986;;15,836;;67,579;;5,71;;1006,0;;249,1;;1,64;;86,5;;0;;0,0;;
10.03.2019;06:00;15,004; ;23,475;;24,954;;53,911;;5,30;;1005,3;;233,9;;2,05;;90,1;;0;;0,0;;
10.03.2019;07:00;14,728; ;22,524;;24,451;;53,308;;5,17;;1004,4;;234,3;;2,46;;90,9;;0;;0,0;;
10.03.2019;08:00;14,448; ;36,968;;41,015;;39,719;;5,13;;1003,3;;228,6;;1,95;;91,4;;0;;32,8;;
10.03.2019;09:00;14,283; ;31,855;;36,434;;41,109;;5,33;;1002,4;;220,5;;1,81;;91,1;;0;;66,3;;
10.03.2019;10:00;14,000; ;19,702;;23,389;;56,447;;5,92;;1001,5;;227,2;;2,05;;87,5;;6;;166,3;;
10.03.2019;11:00;13,622; ;15,371;;17,932;;69,881;;6,43;;1000,6;;220,4;;2,12;;82,3;;0;;161,1;;
10.03.2019;12:00;13,512; ;13,271;;15,212;;64,924;;6,05;;999,9;;211,2;;1,99;;87,0;;46;;119,5;;
10.03.2019;13:00;13,268; ;12,989;;14,584;;73,913;;5,60;;999,2;;91,3;;0,94;;86,2;;60;;57,9;;
10.03.2019;14:00;12,882; ;8,396;;9,029;;86,995;;4,61;;998,9;;29,4;;1,39;;85,3;;60;;38,1;;
10.03.2019;15:00;12,477; ;7,920;;8,728;;83,435;;3,46;;998,7;;33,4;;2,50;;91,3;;60;;23,5;;
10.03.2019;16:00;12,071; ;10,222;;11,073;;79,746;;1,81;;999,2;;18,4;;2,13;;96,6;;60;;22,3;;
10.03.2019;17:00;11,656; ;12,755;;13,708;;73,625;;2,18;;1000,6;;307,7;;1,27;;98,5;;39;;42,6;;
10.03.2019;18:00;11,522; ;10,660;;11,212;;74,761;;3,31;;1002,5;;285,9;;2,00;;98,7;;4;;19,3;;
10.03.2019;19:00;11,343; ;8,004;;8,499;;80,394;;4,32;;1003,9;;287,1;;2,16;;95,5;;0;;2,5;;
10.03.2019;20:00;11,068; ;10,279;;10,734;;73,594;;4,24;;1005,2;;276,2;;1,42;;94,6;;0;;0,0;;
10.03.2019;21:00;10,751; ;8,675;;9,109;;78,375;;3,85;;1006,0;;277,7;;2,19;;91,3;;0;;0,3;;
10.03.2019;22:00;10,406; ;7,517;;7,971;;79,837;;3,04;;1006,3;;250,6;;2,33;;92,6;;9;;0,0;;
10.03.2019;23:00;9,960; ;7,975;;8,414;;79,499;;2,00;;1006,7;;250,6;;1,92;;97,1;;60;;0,1;;
11.03.2019;00:00;9,434; ;13,383;;14,142;;76,993;;1,93;;1006,7;;242,8;;2,74;;98,5;;57;;0,2;;
11.03.2019;01:00;8,928; ;8,947;;9,325;;82,985;;1,37;;1006,8;;271,5;;1,58;;99,1;;60;;0,1;;
11.03.2019;02:00;8,619; ;11,407;;11,873;;76,720;;1,73;;1006,5;;257,1;;1,23;;99,9;;14;;0,2;;
11.03.2019;03:00;8,551; ;6,553;;6,895;;83,041;;3,72;;1006,3;;280,5;;2,53;;88,7;;1;;0,3;;
11.03.2019;04:00;8,336; ;;*;;*;;*;3,56;;1006,3;;276,2;;2,43;;85,5;;5;;0,1;;
11.03.2019;05:00;8,057; ;7,336;;7,883;;82,926;;3,35;;1006,3;;282,8;;2,66;;86,5;;16;;0,0;;
11.03.2019;06:00;7,847; ;8,148;;8,788;;81,086;;3,21;;1006,5;;282,4;;2,01;;87,4;;9;;0,0;;
11.03.2019;07:00;7,660; ;13,602;;14,970;;76,463;;2,72;;1006,8;;272,5;;1,58;;91,6;;25;;0,1;;
11.03.2019;08:00;7,407; ;17,442;;19,765;;73,841;;2,88;;1007,0;;263,2;;1,74;;92,4;;8;;25,7;;
11.03.2019;09:00;7,314; ;21,330;;26,242;;66,969;;3,22;;1007,5;;255,0;;1,74;;93,0;;6;;46,0;;
11.03.2019;10:00;7,382; ;14,387;;16,952;;71,270;;4,63;;1008,0;;278,0;;2,04;;88,0;;8;;111,0;;
11.03.2019;11:00;7,235; ;8,863;;10,253;;82,028;;2,36;;1008,8;;293,2;;3,60;;94,4;;60;;33,7;;
11.03.2019;12:00;7,094; ;15,192;;18,198;;73,621;;2,79;;1008,7;;268,0;;2,53;;98,7;;27;;128,7;;
11.03.2019;13:00;7,236; ;6,947;;8,356;;82,009;;5,40;;1008,5;;294,1;;5,15;;89,3;;35;;135,5;;
11.03.2019;14:00;7,530; ;7,623;;9,062;;82,349;;5,93;;1008,5;;296,0;;4,64;;88,9;;34;;271,5;;
11.03.2019;15:00;7,740; ;10,020;;11,868;;79,278;;5,61;;1008,6;;306,0;;4,84;;90,3;;42;;170,9;;
11.03.2019;16:00;7,857; ;9,103;;11,571;;77,284;;6,21;;1010,0;;343,8;;4,85;;88,4;;21;;251,9;;
11.03.2019;17:00;7,899; ;9,587;;11,774;;80,580;;6,06;;1012,8;;356,7;;4,63;;85,3;;0;;134,1;;
11.03.2019;18:00;7,989; ;10,462;;12,109;;79,644;;6,00;;1015,1;;346,5;;3,74;;83,6;;0;;44,5;;
11.03.2019;19:00;8,065; ;11,318;;12,664;;76,355;;5,70;;1016,9;;337,7;;2,94;;85,1;;0;;2,6;;
11.03.2019;20:00;8,231; ;9,076;;9,704;;78,411;;5,40;;1018,3;;325,3;;2,31;;86,2;;0;;0,0;;
11.03.2019;21:00;8,513; ;10,668;;11,241;;76,265;;5,21;;1019,1;;310,5;;1,86;;87,9;;7;;0,0;;
11.03.2019;22:00;8,750; ;9,804;;10,302;;77,922;;4,97;;1019,7;;305,1;;1,98;;90,1;;0;;0,0;;
11.03.2019;23:00;8,987; ;10,026;;10,570;;76,922;;4,87;;1020,2;;302,6;;1,55;;90,6;;7;;0,0;;
12.03.2019;00:00;9,419; ;12,136;;12,718;;72,654;;4,75;;1020,6;;290,0;;1,77;;91,3;;0;;0,0;;
12.03.2019;01:00;9,996; ;7,322;;7,725;;73,019;;4,10;;1020,7;;282,7;;1,25;;93,1;;0;;0,0;;
12.03.2019;02:00;10,572; ;16,448;;17,023;;63,488;;4,11;;1020,7;;251,4;;1,04;;93,2;;0;;0,0;;
12.03.2019;03:00;10,781; ;41,937;;47,887;;35,137;;3,74;;1020,2;;232,2;;2,33;;94,7;;0;;0,0;;
12.03.2019;04:00;11,086; ;27,211;;29,791;;47,916;;3,41;;1019,4;;228,5;;3,10;;96,5;;0;;0,0;;
12.03.2019;05:00;11,389; ;;*;;*;;*;3,49;;1018,7;;222,9;;3,52;;95,5;;0;;0,0;;
12.03.2019;06:00;11,554; ;31,418;;38,316;;40,507;;3,41;;1017,7;;217,7;;3,39;;91,4;;0;;0,0;;
12.03.2019;07:00;11,772; ;24,020;;28,345;;44,073;;3,19;;1016,3;;209,5;;3,76;;89,3;;0;;0,6;;
12.03.2019;08:00;12,225; ;27,019;;35,895;;39,219;;3,45;;1015,4;;208,9;;4,66;;88,3;;0;;21,5;;
12.03.2019;09:00;12,755; ;21,448;;25,130;;44,762;;3,75;;1014,8;;212,8;;4,98;;91,3;;38;;27,2;;
12.03.2019;10:00;12,985; ;23,789;;28,279;;48,228;;3,94;;1013,2;;205,1;;4,79;;94,4;;60;;49,0;;
12.03.2019;11:00;13,399; ;19,097;;22,850;;59,122;;4,63;;1010,7;;187,9;;5,13;;93,1;;6;;99,0;;
12.03.2019;12:00;13,523; ;21,525;;27,382;;61,802;;6,04;;1009,0;;203,8;;6,19;;82,0;;3;;122,2;;
12.03.2019;13:00;13,449; ;16,002;;20,362;;67,070;;6,88;;1007,5;;213,4;;6,58;;75,8;;0;;190,0;;
12.03.2019;14:00;13,409; ;15,432;;20,202;;70,104;;7,73;;1006,1;;217,2;;7,26;;69,9;;15;;226,4;;
12.03.2019;15:00;13,384; ;11,773;;17,437;;74,514;;8,04;;1004,5;;216,9;;7,06;;66,9;;1;;210,4;;
12.03.2019;16:00;13,494; ;20,651;;25,586;;65,927;;8,27;;1002,9;;215,5;;6,34;;65,0;;0;;94,4;;
12.03.2019;17:00;13,572; ;15,525;;18,679;;73,232;;8,43;;1001,1;;213,5;;6,28;;61,5;;0;;53,6;;
12.03.2019;18:00;13,561; ;13,336;;14,859;;77,460;;8,36;;999,1;;207,3;;6,36;;57,7;;0;;18,4;;
12.03.2019;19:00;13,479; ;16,194;;18,175;;72,699;;7,77;;997,4;;204,8;;5,97;;62,3;;40;;0,3;;
12.03.2019;20:00;13,314; ;19,588;;20,836;;65,239;;7,62;;996,1;;205,2;;6,07;;65,1;;16;;0,0;;
12.03.2019;21:00;13,088; ;17,210;;18,709;;71,896;;7,13;;995,1;;216,4;;7,48;;71,8;;43;;0,0;;
12.03.2019;22:00;13,014; ;11,469;;12,572;;78,391;;6,55;;994,0;;219,0;;7,30;;80,4;;59;;0,1;;
12.03.2019;23:00;12,824; ;7,782;;8,354;;92,716;;4,11;;994,9;;277,4;;4,17;;92,1;;54;;0,3;;
13.03.2019;00:00;12,445; ;4,696;;5,064;;92,258;;4,13;;996,3;;289,1;;3,35;;94,0;;35;;0,3;;
13.03.2019;01:00;12,014; ;8,872;;9,307;;82,093;;4,43;;996,9;;249,7;;2,96;;91,8;;0;;0,0;;
13.03.2019;02:00;11,455; ;10,319;;11,622;;76,313;;4,56;;997,1;;239,0;;4,50;;90,6;;0;;0,0;;
13.03.2019;03:00;11,008; ;14,775;;16,079;;69,523;;5,20;;996,9;;234,3;;5,93;;88,1;;0;;0,0;;
13.03.2019;04:00;10,719; ;18,730;;20,536;;63,625;;5,55;;996,3;;230,0;;5,73;;86,8;;0;;0,0;;
13.03.2019;05:00;10,507; ;14,024;;15,911;;67,933;;5,36;;995,7;;231,5;;6,18;;89,2;;45;;0,0;;
13.03.2019;06:00;10,491; ;15,098;;17,347;;66,569;;5,30;;995,4;;232,9;;6,33;;90,9;;59;;0,0;;
13.03.2019;07:00;10,529; ;16,573;;19,297;;63,790;;5,26;;995,1;;231,9;;6,43;;91,6;;59;;0,4;;
13.03.2019;08:00;10,376; ;22,304;;29,614;;61,042;;5,20;;994,7;;230,2;;7,09;;92,1;;60;;10,5;;
13.03.2019;09:00;9,954; ;24,098;;35,161;;59,170;;5,12;;994,3;;225,6;;7,41;;93,6;;60;;61,8;;
13.03.2019;10:00;9,655; ;18,959;;24,538;;64,967;;5,40;;993,9;;230,9;;7,84;;93,7;;60;;91,7;;
13.03.2019;11:00;9,455; ;20,576;;26,130;;63,929;;5,51;;993,7;;230,7;;7,50;;94,6;;60;;80,4;;
13.03.2019;12:00;9,448; ;15,179;;18,778;;69,399;;6,45;;993,3;;236,6;;7,44;;92,2;;49;;172,3;;
13.03.2019;13:00;9,391; ;11,506;;14,315;;73,499;;7,04;;993,5;;251,0;;4,61;;90,0;;43;;114,0;;
13.03.2019;14:00;9,277; ;10,874;;12,415;;78,034;;6,21;;993,7;;286,3;;3,59;;92,9;;54;;62,1;;
13.03.2019;15:00;9,456; ;10,552;;13,457;;78,176;;7,40;;993,4;;278,8;;2,94;;88,0;;9;;208,9;;
13.03.2019;16:00;9,436; ;7,182;;8,472;;84,125;;6,86;;993,6;;293,9;;4,65;;86,2;;33;;156,3;;
13.03.2019;17:00;9,579; ;7,221;;8,524;;84,566;;6,69;;993,9;;291,1;;5,24;;88,1;;43;;54,1;;
13.03.2019;18:00;9,955; ;7,583;;8,305;;83,267;;6,10;;994,3;;289,8;;4,96;;93,5;;33;;20,9;;
13.03.2019;19:00;10,635; ;6,411;;6,990;;84,922;;6,78;;995,3;;293,9;;5,14;;91,6;;7;;4,5;;
13.03.2019;20:00;11,387; ;6,063;;6,787;;86,163;;6,99;;996,8;;300,6;;5,09;;90,9;;0;;0,5;;
13.03.2019;21:00;12,043; ;6,682;;7,227;;85,226;;6,96;;998,1;;303,3;;5,11;;90,1;;12;;0,1;;
13.03.2019;22:00;12,352; ;7,603;;8,111;;85,279;;6,67;;999,5;;308,1;;5,18;;89,4;;13;;0,0;;
13.03.2019;23:00;12,836; ;;*;;*;;*;6,70;;1000,7;;310,4;;4,49;;88,4;;0;;0,0;;
14.03.2019;00:00;13,460; ;10,657;;11,021;;79,432;;6,87;;1001,7;;302,9;;4,26;;88,4;;0;;0,0;;
14.03.2019;01:00;14,295; ;5,090;;5,430;;86,246;;6,53;;1002,7;;299,7;;3,72;;89,4;;0;;0,0;;
14.03.2019;02:00;15,063; ;6,122;;6,639;;81,889;;6,10;;1003,0;;284,2;;2,21;;90,6;;0;;0,0;;
14.03.2019;03:00;15,535; ;9,755;;10,527;;75,339;;6,38;;1003,0;;276,7;;1,69;;89,5;;0;;0,0;;
14.03.2019;04:00;15,797; ;9,225;;9,727;;72,201;;6,58;;1002,4;;267,5;;1,82;;90,0;;4;;0,0;;
14.03.2019;05:00;16,228; ;9,353;;9,824;;70,348;;6,55;;1001,8;;263,1;;1,87;;89,3;;0;;0,0;;
14.03.2019;06:00;16,725; ;15,166;;16,010;;63,967;;6,44;;1001,0;;255,7;;2,26;;88,4;;0;;0,0;;
14.03.2019;07:00;16,915; ;17,543;;20,175;;59,798;;6,27;;999,8;;238,4;;3,76;;89,2;;7;;0,1;;
14.03.2019;08:00;16,863; ;24,184;;32,009;;51,684;;5,67;;998,6;;232,4;;4,71;;94,9;;60;;9,1;;
14.03.2019;09:00;16,673; ;22,825;;28,125;;53,596;;5,66;;997,1;;232,4;;5,28;;96,9;;60;;20,5;;
14.03.2019;10:00;16,329; ;20,633;;28,486;;61,165;;5,62;;995,5;;232,7;;5,24;;95,2;;60;;50,3;;
14.03.2019;11:00;16,057; ;21,279;;27,594;;63,208;;5,87;;993,7;;230,6;;5,94;;94,7;;60;;77,4;;
14.03.2019;12:00;15,696; ;24,871;;33,712;;57,596;;6,05;;991,7;;228,5;;5,36;;95,3;;60;;106,9;;
14.03.2019;13:00;15,449; ;18,782;;24,200;;64,490;;6,26;;989,5;;218,9;;5,06;;96,1;;60;;84,3;;
14.03.2019;14:00;15,323; ;24,089;;28,317;;59,465;;6,58;;987,7;;227,2;;4,36;;98,5;;60;;65,7;;
14.03.2019;15:00;14,985; ;22,831;;28,369;;59,806;;7,36;;986,7;;266,6;;3,21;;99,7;;58;;112,4;;
14.03.2019;16:00;15,180; ;10,299;;11,976;;74,826;;7,58;;987,9;;308,3;;5,13;;98,4;;60;;91,8;;
14.03.2019;17:00;15,329; ;8,461;;9,700;;82,097;;7,24;;989,8;;315,8;;4,91;;96,8;;47;;62,1;;
14.03.2019;18:00;15,453; ;7,502;;8,317;;85,509;;7,42;;992,0;;315,6;;4,99;;93,5;;5;;36,5;;
14.03.2019;19:00;15,416; ;10,761;;11,577;;84,521;;7,42;;993,8;;309,3;;4,88;;90,1;;0;;6,7;;
14.03.2019;20:00;15,133; ;14,884;;15,412;;85,325;;7,49;;995,3;;307,8;;5,03;;85,9;;0;;0,1;;
14.03.2019;21:00;14,940; ;7,924;;8,326;;91,551;;7,28;;996,4;;302,4;;4,31;;85,7;;0;;0,0;;
14.03.2019;22:00;15,064; ;8,085;;8,446;;89,037;;6,78;;997,4;;295,0;;3,73;;86,9;;0;;0,0;;
14.03.2019;23:00;15,197; ;7,681;;8,048;;87,721;;6,56;;998,4;;292,2;;3,67;;87,8;;0;;0,0;;
15.03.2019;00:00;15,190; ;;*;;*;;*;6,74;;999,2;;292,2;;3,84;;87,1;;0;;0,0;;
15.03.2019;01:00;14,926; ;7,448;;7,810;;81,365;;6,57;;999,7;;293,0;;3,54;;88,3;;0;;0,0;;
15.03.2019;02:00;14,683; ;7,880;;8,246;;72,360;;6,05;;1000,3;;288,1;;2,75;;90,7;;0;;0,0;;
15.03.2019;03:00;14,711; ;8,608;;9,049;;67,303;;5,78;;1000,7;;283,5;;1,84;;92,8;;0;;0,0;;
15.03.2019;04:00;14,865; ;8,838;;10,048;;65,755;;5,80;;1000,7;;279,3;;1,71;;92,6;;0;;0,0;;
15.03.2019;05:00;14,839; ;11,538;;12,111;;62,498;;5,97;;1000,4;;271,7;;1,43;;91,7;;0;;0,0;;
15.03.2019;06:00;14,733; ;15,040;;15,845;;57,097;;6,14;;1000,1;;262,7;;1,41;;90,9;;0;;0,0;;
15.03.2019;07:00;14,727; ;21,103;;24,685;;51,616;;6,14;;999,6;;240,7;;2,34;;92,0;;0;;1,8;;
15.03.2019;08:00;14,799; ;27,266;;36,755;;45,310;;6,18;;999,0;;232,9;;3,23;;93,3;;19;;25,8;;
15.03.2019;09:00;15,094; ;30,364;;39,106;;42,751;;6,33;;998,2;;230,4;;3,99;;94,5;;0;;64,3;;
15.03.2019;10:00;15,593; ;30,382;;37,364;;50,006;;6,75;;997,3;;225,2;;4,67;;93,2;;18;;75,0;;
15.03.2019;11:00;15,902; ;22,408;;27,409;;58,704;;6,49;;996,0;;222,7;;5,21;;98,7;;60;;74,9;;
15.03.2019;12:00;15,970; ;22,872;;28,579;;51,593;;7,52;;995,0;;237,2;;4,66;;100,0;;60;;81,5;;
15.03.2019;13:00;16,176; ;10,070;;12,151;;56,885;;10,17;;995,0;;285,8;;4,98;;93,7;;39;;134,5;;
15.03.2019;14:00;16,336; ;6,683;;8,356;;71,688;;10,93;;995,6;;293,0;;6,72;;78,5;;3;;221,8;;
15.03.2019;15:00;16,432; ;5,323;;7,037;;85,845;;11,19;;996,1;;294,3;;7,23;;68,9;;0;;366,5;;
15.03.2019;16:00;16,194; ;6,006;;7,169;;90,476;;10,82;;997,0;;299,0;;7,20;;64,0;;0;;313,6;;
15.03.2019;17:00;15,978; ;5,651;;6,483;;91,593;;10,09;;997,6;;297,7;;6,68;;65,5;;0;;187,7;;
15.03.2019;18:00;15,677; ;6,473;;7,235;;89,408;;9,29;;998,2;;296,3;;6,11;;66,3;;0;;54,4;;
15.03.2019;19:00;15,342; ;7,380;;7,934;;86,761;;8,44;;999,3;;295,5;;5,67;;69,1;;0;;6,0;;
15.03.2019;20:00;15,338; ;6,567;;7,048;;87,932;;7,82;;1000,4;;296,0;;5,17;;71,1;;0;;0,0;;
15.03.2019;21:00;15,384; ;6,106;;6,480;;86,265;;7,48;;1001,2;;293,0;;4,43;;74,1;;0;;0,0;;
15.03.2019;22:00;15,451; ;7,400;;7,871;;82,041;;7,25;;1001,8;;292,0;;4,09;;77,7;;0;;0,0;;
15.03.2019;23:00;15,534; ;8,022;;8,492;;80,412;;7,17;;1002,5;;293,6;;4,26;;78,2;;0;;0,0;;
16.03.2019;00:00;15,518; ;6,009;;6,422;;84,544;;6,95;;1003,3;;297,8;;4,08;;77,0;;0;;0,0;;
16.03.2019;01:00;15,577; ;;*;;*;;*;6,55;;1004,0;;288,9;;3,30;;80,1;;0;;0,0;;
16.03.2019;02:00;15,695; ;5,764;;6,244;;81,841;;6,49;;1004,5;;294,6;;3,57;;81,0;;0;;0,0;;
16.03.2019;03:00;15,715; ;6,121;;6,532;;83,435;;6,46;;1004,9;;293,1;;2,93;;77,3;;0;;0,0;;
16.03.2019;04:00;15,694; ;4,936;;5,268;;81,326;;6,26;;1005,2;;285,9;;2,60;;79,7;;0;;0,0;;
16.03.2019;05:00;15,697; ;8,030;;8,502;;76,488;;6,01;;1005,2;;278,8;;1,85;;82,4;;0;;0,0;;
16.03.2019;06:00;15,623; ;6,886;;7,399;;75,631;;6,03;;1005,3;;278,0;;1,36;;82,4;;0;;0,0;;
