Lufthygienisches ‹berwachungssystem Niedersachsen;
Braunschweig (Verkehrsstation);;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Kohlenmonoxid;;Temperatur;;Luftdruck;;Relative Feuchte;;Regendauer;;
29.01.2019;01:00;11,608; ;13,019;;17,362;;0,71673; ;0,69;;991,0;;91,0;;0;;
29.01.2019;02:00;11,564; ;;*;;*;0,66282; ;0,68;;991,8;;90,7;;0;;
29.01.2019;03:00;11,560; ;10,104;;12,954;;0,60560; ;0,39;;992,3;;93,5;;0;;
29.01.2019;04:00;11,528; ;11,532;;15,906;;0,53758;E;0,67;;992,9;;94,7;;0;;
29.01.2019;05:00;11,523; ;11,997;;21,685;;0,46438;E;0,83;;993,5;;97,0;;21;;
29.01.2019;06:00;11,708; ;24,336;;48,688;;0,39935;E;1,08;;994,2;;95,4;;0;;
29.01.2019;07:00;12,010; ;32,962;;81,910;;0,35831;E;1,12;;994,5;;94,5;;0;;
29.01.2019;08:00;12,389; ;59,508;;169,958;;0,35104;E;1,15;;994,9;;95,1;;0;;
29.01.2019;09:00;12,782; ;52,754;;147,642;;0,38479;E;1,27;;995,4;;93,9;;0;;
29.01.2019;10:00;13,147; ;45,544;;115,018;;0,40584;E;1,66;;995,8;;91,8;;0;;
29.01.2019;11:00;13,556; ;45,691;;106,965;;0,44500;E;2,50;;996,0;;87,8;;0;;
29.01.2019;12:00;13,896; ;35,577;;102,283;;0,47534;E;2,66;;996,0;;86,4;;0;;
29.01.2019;13:00;14,301; ;44,030;;115,245;;0,50438;E;2,90;;995,7;;84,9;;0;;
29.01.2019;14:00;14,653; ;45,596;;120,425;;0,51777;E;3,52;;995,5;;81,3;;0;;
29.01.2019;15:00;15,430; ;53,715;;129,118;;0,52219;E;3,42;;995,3;;80,0;;0;;
29.01.2019;16:00;16,286; ;52,635;;173,031;;0,51929;E;3,51;;995,1;;78,2;;0;;
29.01.2019;17:00;16,939; ;63,240;;179,308;;0,53157;E;3,39;;994,7;;75,9;;0;;
29.01.2019;18:00;17,349; ;69,377;;169,821;;0,57138;E;3,22;;994,5;;76,6;;0;;
29.01.2019;19:00;16,926; ;62,417;;140,209;;0,59905;E;3,00;;994,1;;77,1;;0;;
29.01.2019;20:00;16,123; ;57,200;;120,951;;0,59374;E;2,32;;993,8;;77,7;;0;;
29.01.2019;21:00;16,327; ;42,890;;84,706;;0,57214;E;1,25;;993,5;;82,3;;0;;
29.01.2019;22:00;16,866; ;36,993;;63,532;;0,53051;E;0,91;;993,2;;84,1;;0;;
29.01.2019;23:00;17,241; ;35,626;;61,172;;0,47048;E;0,71;;992,7;;84,0;;0;;
30.01.2019;00:00;17,578; ;31,072;;54,879;;0,39317;E;0,38;;992,3;;84,4;;0;;
30.01.2019;01:00;17,842; ;20,994;;29,040;;0,34875;E;0,14;;991,7;;85,4;;0;;
30.01.2019;02:00;17,903; ;15,549;;18,965;;0,30112;E;0,06;;991,0;;85,6;;0;;
30.01.2019;03:00;17,843; ;;*;;*;0,26294;E;0,13;;990,6;;84,0;;0;;
30.01.2019;04:00;17,868; ;15,868;;18,926;;0,25242;E;-0,05;;990,0;;84,8;;0;;
30.01.2019;05:00;17,839; ;20,572;;29,406;;0,25587;E;-0,14;;989,6;;84,9;;0;;
30.01.2019;06:00;17,800; ;23,202;;39,039;;0,29013;E;-0,69;;989,1;;87,1;;0;;
30.01.2019;07:00;17,880; ;30,953;;63,645;;0,34811;E;-0,30;;988,7;;83,2;;0;;
30.01.2019;08:00;17,919; ;49,461;;109,820;;0,42715;E;-0,63;;988,4;;83,3;;0;;
30.01.2019;09:00;17,908; ;39,447;;106,161;;0,47139;E;-0,15;;988,3;;80,3;;0;;
30.01.2019;10:00;18,086; ;30,924;;80,923;;0,50400;E;0,37;;988,4;;77,9;;0;;
30.01.2019;11:00;18,200; ;28,618;;65,049;;0,53694;E;0,91;;987,9;;71,3;;0;;
30.01.2019;12:00;18,208; ;26,649;;55,473;;0,56675;E;2,24;;987,3;;62,3;;0;;
30.01.2019;13:00;18,145; ;29,697;;66,982;;0,57805;E;1,65;;986,9;;66,4;;0;;
30.01.2019;14:00;18,130; ;26,349;;55,358;;0,58198;E;1,27;;986,5;;71,1;;0;;
30.01.2019;15:00;17,640; ;34,311;;65,084;;0,56921;E;1,15;;986,4;;71,0;;0;;
30.01.2019;16:00;16,943; ;32,943;;65,889;;0,54979;E;1,19;;986,2;;71,9;;6;;
30.01.2019;17:00;16,569; ;35,933;;64,746;;0,53577;E;1,39;;986,2;;71,8;;0;;
30.01.2019;18:00;16,297; ;32,988;;62,353;;0,54574;E;1,58;;986,2;;72,6;;0;;
30.01.2019;19:00;16,134; ;32,900;;60,906;;0,53797;E;1,63;;986,2;;73,5;;0;;
30.01.2019;20:00;16,211; ;31,751;;65,853;;0,52994;E;1,67;;986,1;;73,8;;0;;
30.01.2019;21:00;16,350; ;30,202;;53,914;;0,53580;E;1,61;;986,1;;75,5;;0;;
30.01.2019;22:00;16,535; ;27,462;;42,420;;0,54334;E;1,55;;986,2;;77,0;;0;;
30.01.2019;23:00;16,794; ;27,703;;46,310;;0,54133;E;1,54;;986,4;;78,6;;0;;
31.01.2019;00:00;17,021; ;26,144;;40,474;;0,52782;E;1,62;;986,7;;80,1;;0;;
31.01.2019;01:00;17,006; ;24,285;;38,341;;0,50135;E;2,00;;987,1;;81,6;;0;;
31.01.2019;02:00;17,157; ;27,000;;31,424;;0,47280;E;2,07;;987,4;;82,8;;0;;
31.01.2019;03:00;17,578; ;32,057;;36,958;;0,44730;E;1,75;;987,8;;78,0;;0;;
31.01.2019;04:00;17,884; ;;*;;*;0,43761;E;1,26;;988,0;;79,5;;0;;
31.01.2019;05:00;18,145; ;34,128;;46,317;;0,41513;E;0,73;;988,1;;80,1;;0;;
31.01.2019;06:00;18,260; ;45,479;;103,602;;0,41640;E;0,75;;988,6;;81,0;;0;;
31.01.2019;07:00;18,212; ;53,237;;178,680;;0,45138;E;1,15;;988,8;;80,7;;0;;
31.01.2019;08:00;18,176; ;64,327;;231,451;;0,52623;E;0,63;;989,2;;82,8;;0;;
31.01.2019;09:00;18,392; ;57,313;;265,996;;0,62651; ;0,79;;989,8;;82,5;;0;;
31.01.2019;10:00;18,455; ;53,085;;208,727;;0,64825; ;1,65;;990,1;;78,1;;0;;
31.01.2019;11:00;18,484; ;50,386;;156,853;;0,66528; ;3,65;;990,5;;67,3;;0;;
31.01.2019;12:00;18,556; ;44,628;;120,105;;0,66553; ;4,27;;990,5;;63,4;;0;;
31.01.2019;13:00;18,479; ;38,314;;108,684;;0,68074; ;3,68;;990,2;;64,2;;0;;
31.01.2019;14:00;18,335; ;36,528;;83,316;;0,67171; ;3,72;;989,7;;62,1;;0;;
31.01.2019;15:00;18,092; ;39,026;;83,147;;0,62928; ;3,87;;989,6;;59,6;;0;;
31.01.2019;16:00;17,747; ;44,048;;91,665;;0,54366;E;3,73;;989,5;;58,0;;0;;
31.01.2019;17:00;17,473; ;55,411;;124,480;;0,46637;E;3,34;;989,5;;61,0;;0;;
31.01.2019;18:00;17,173; ;53,952;;100,833;;0,44004;E;2,37;;989,5;;64,6;;0;;
31.01.2019;19:00;16,869; ;48,537;;91,117;;0,43445;E;1,47;;989,3;;68,0;;0;;
31.01.2019;20:00;16,469; ;45,807;;74,433;;0,46611;E;1,05;;989,1;;70,4;;0;;
31.01.2019;21:00;16,028; ;37,161;;77,717;;0,52707;E;1,38;;989,1;;69,7;;0;;
31.01.2019;22:00;15,522; ;31,333;;56,335;;0,56744;E;1,20;;988,8;;70,0;;0;;
31.01.2019;23:00;15,102; ;31,574;;53,254;;0,60662; ;0,96;;988,4;;71,0;;0;;
01.02.2019;00:00;14,770; ;27,679;;46,659;;0,64893; ;0,90;;988,0;;69,7;;0;;
01.02.2019;01:00;14,769; ;21,062;;26,202;;0,62044; ;0,11;;987,3;;72,8;;0;;
01.02.2019;02:00;15,116; ;24,959;;34,512;;0,61586; ;-0,54;;987,2;;78,6;;0;;
01.02.2019;03:00;15,282; ;22,585;;26,345;;0,59515;E;-1,15;;986,7;;82,5;;0;;
01.02.2019;04:00;15,704; ;22,833;;27,258;;0,54816;E;-1,31;;986,3;;84,6;;0;;
01.02.2019;05:00;16,562; ;;*;;*;0,47637;E;-1,47;;985,6;;87,3;;0;;
01.02.2019;06:00;17,769; ;24,724;;32,350;;0,42974;E;-1,28;;984,9;;88,1;;0;;
01.02.2019;07:00;19,108; ;28,533;;52,992;;0,40887;E;-1,00;;984,1;;88,0;;0;;
01.02.2019;08:00;20,425; ;33,494;;74,111;;0,41477;E;-0,46;;984,1;;84,9;;2;;
01.02.2019;09:00;21,473; ;35,203;;85,165;;0,45729;E;-0,18;;983,8;;84,2;;7;;
01.02.2019;10:00;22,404; ;33,062;;106,749;;0,49411;E;0,06;;984,1;;82,9;;18;;
01.02.2019;11:00;23,372; ;36,869;;89,955;;0,53769;E;0,18;;984,4;;83,7;;0;;
01.02.2019;12:00;24,302; ;40,519;;106,377;;0,58502;E;0,75;;984,2;;82,5;;0;;
01.02.2019;13:00;25,205; ;39,288;;99,749;;0,62636; ;1,61;;984,2;;80,4;;0;;
01.02.2019;14:00;26,075; ;44,542;;122,551;;0,66425; ;2,24;;984,1;;78,2;;0;;
01.02.2019;15:00;26,956; ;37,171;;100,079;;0,67733; ;2,52;;984,1;;77,8;;0;;
01.02.2019;16:00;27,813; ;40,050;;99,535;;0,65732; ;3,01;;984,3;;76,9;;0;;
01.02.2019;17:00;28,550; ;50,904;;114,973;;0,66108; ;2,86;;984,6;;78,8;;0;;
01.02.2019;18:00;29,495; ;46,415;;99,258;;0,67164; ;1,95;;984,6;;82,8;;0;;
01.02.2019;19:00;30,426; ;50,355;;112,301;;0,68449; ;1,08;;984,5;;87,2;;0;;
01.02.2019;20:00;31,335; ;50,089;;89,764;;0,68079; ;0,65;;984,5;;89,6;;0;;
01.02.2019;21:00;32,203; ;53,961;;100,354;;0,67376; ;0,34;;984,5;;90,5;;0;;
01.02.2019;22:00;33,152; ;50,660;;85,106;;0,66242; ;0,19;;984,9;;91,0;;0;;
01.02.2019;23:00;34,042; ;56,159;;118,600;;0,66695; ;0,22;;984,8;;91,3;;0;;
02.02.2019;00:00;34,767; ;48,832;;72,283;;0,66723; ;0,47;;984,9;;90,0;;0;;
02.02.2019;01:00;35,362; ;46,935;;70,782;;0,64846; ;0,53;;985,0;;89,0;;0;;
02.02.2019;02:00;35,665; ;38,090;;54,235;;0,60838; ;0,22;;985,0;;89,7;;0;;
02.02.2019;03:00;36,021; ;31,501;;41,729;;0,56260;E;0,05;;985,3;;90,3;;0;;
02.02.2019;04:00;36,167; ;25,432;;30,832;;0,52851;E;0,01;;985,2;;90,2;;0;;
02.02.2019;05:00;36,035; ;20,603;;26,899;;0,49340;E;0,07;;985,0;;89,9;;0;;
02.02.2019;06:00;35,768; ;25,332;;33,976;;0,46991;E;-0,02;;985,1;;91,0;;9;;
02.02.2019;07:00;35,569; ;32,815;;53,105;;0,47459;E;0,09;;985,5;;92,6;;55;;
02.02.2019;08:00;35,438; ;32,700;;58,474;;0,47681;E;0,02;;986,1;;93,6;;38;;
02.02.2019;09:00;35,608; ;30,608;;54,048;;0,48461;E;-0,07;;986,6;;94,7;;8;;
02.02.2019;10:00;36,234; ;31,476;;72,061;;0,50641;E;0,09;;987,1;;95,4;;57;;
02.02.2019;11:00;36,964; ;28,611;;62,909;;0,53274;E;0,26;;987,7;;96,6;;43;;
02.02.2019;12:00;37,895; ;41,456;;152,050;;0,60264; ;0,72;;988,1;;97,0;;0;;
02.02.2019;13:00;38,937; ;45,762;;184,307;;0,67646; ;0,68;;988,3;;98,7;;52;;
02.02.2019;14:00;39,930; ;43,086;;174,072;;0,74807; ;0,57;;988,9;;99,1;;60;;
02.02.2019;15:00;40,999; ;46,337;;207,043;;0,81481; ;0,57;;989,4;;99,5;;60;;
02.02.2019;16:00;42,226; ;44,667;;163,806;;0,85714; ;0,71;;989,9;;99,5;;30;;
02.02.2019;17:00;43,877; ;39,992;;132,640;;0,89227; ;0,77;;991,0;;99,3;;0;;
02.02.2019;18:00;45,478; ;42,539;;126,024;;0,91705; ;0,88;;992,1;;99,1;;0;;
02.02.2019;19:00;47,162; ;46,028;;129,862;;0,95658; ;1,00;;993,1;;98,7;;33;;
02.02.2019;20:00;49,117; ;36,797;;105,958;;0,95668; ;0,89;;994,0;;99,0;;58;;
02.02.2019;21:00;51,055; ;42,548;;119,901;;0,94716; ;0,85;;994,7;;99,5;;37;;
02.02.2019;22:00;52,883; ;41,849;;93,732;;0,91082; ;0,79;;995,6;;99,7;;0;;
02.02.2019;23:00;54,835; ;;*;;*;0,87730; ;0,79;;996,8;;99,8;;0;;
03.02.2019;00:00;56,802; ;37,011;;73,659;;0,85602; ;0,97;;997,9;;99,4;;0;;
03.02.2019;01:00;58,424; ;33,811;;54,966;;0,82899; ;0,90;;998,6;;98,6;;0;;
03.02.2019;02:00;59,745; ;25,423;;46,106;;0,80044; ;0,84;;999,0;;97,7;;0;;
03.02.2019;03:00;60,787; ;26,421;;44,972;;0,75290; ;0,69;;1000,1;;96,0;;0;;
03.02.2019;04:00;61,735; ;19,285;;26,402;;0,70528; ;0,42;;1000,7;;95,7;;0;;
03.02.2019;05:00;62,629; ;23,863;;34,721;;0,66212; ;0,40;;1001,2;;95,7;;0;;
03.02.2019;06:00;63,593; ;23,141;;34,747;;0,64094; ;0,52;;1001,9;;96,3;;0;;
03.02.2019;07:00;64,313; ;17,344;;34,390;;0,61326; ;0,54;;1002,2;;96,2;;0;;
03.02.2019;08:00;64,814; ;23,990;;42,540;;0,58674;E;0,73;;1003,3;;95,6;;0;;
03.02.2019;09:00;64,767; ;19,961;;39,823;;0,56862;E;0,66;;1004,3;;94,3;;0;;
03.02.2019;10:00;64,051; ;26,344;;54,871;;0,56453;E;0,53;;1004,9;;94,2;;0;;
03.02.2019;11:00;62,826; ;33,076;;72,820;;0,56997;E;0,59;;1005,8;;92,6;;0;;
03.02.2019;12:00;61,223; ;28,918;;59,312;;0,56269;E;0,82;;1006,7;;90,1;;0;;
03.02.2019;13:00;59,543; ;27,855;;77,130;;0,56702;E;1,56;;1007,0;;87,5;;0;;
03.02.2019;14:00;57,856; ;29,038;;73,006;;0,56995;E;2,45;;1007,4;;83,7;;0;;
03.02.2019;15:00;56,066; ;36,872;;85,374;;0,58234;E;2,81;;1008,2;;81,7;;0;;
03.02.2019;16:00;54,188; ;33,098;;74,602;;0,59488;E;3,33;;1008,7;;78,6;;0;;
03.02.2019;17:00;51,613; ;32,938;;79,602;;0,61979; ;3,63;;1009,3;;69,1;;0;;
03.02.2019;18:00;48,869; ;37,083;;78,522;;0,61670; ;3,16;;1010,1;;72,1;;0;;
03.02.2019;19:00;46,069; ;35,138;;71,872;;0,61437; ;2,43;;1011,0;;80,7;;0;;
03.02.2019;20:00;43,124; ;29,762;;75,402;;0,61539; ;1,89;;1011,9;;87,2;;0;;
03.02.2019;21:00;40,249; ;36,782;;71,217;;0,61537; ;1,62;;1012,7;;89,6;;0;;
03.02.2019;22:00;37,355; ;43,402;;83,963;;0,60353; ;1,23;;1013,5;;90,6;;0;;
03.02.2019;23:00;34,285; ;36,371;;63,755;;0,58839;E;0,74;;1014,3;;91,7;;0;;
04.02.2019;00:00;31,268; ;;*;;*;0,56332;E;0,74;;1015,0;;92,2;;0;;
04.02.2019;01:00;28,656; ;24,758;;33,181;;0,52912;E;0,44;;1015,4;;92,0;;0;;
04.02.2019;02:00;26,271; ;20,635;;31,331;;0,51108;E;0,11;;1015,8;;92,9;;0;;
04.02.2019;03:00;24,137; ;20,845;;29,359;;0,48884;E;0,05;;1016,3;;92,9;;0;;
04.02.2019;04:00;22,108; ;21,382;;28,375;;0,47702;E;-0,23;;1016,8;;92,8;;0;;
04.02.2019;05:00;20,106; ;28,366;;47,057;;0,46806;E;-0,51;;1017,2;;93,8;;0;;
04.02.2019;06:00;18,039; ;33,030;;77,158;;0,48078;E;-0,40;;1017,5;;93,7;;0;;
04.02.2019;07:00;16,274; ;56,428;;158,895;;0,47381;E;-0,39;;1017,8;;94,3;;0;;
04.02.2019;08:00;14,562; ;61,113;;179,498;;0,57796;E;-0,44;;1017,9;;94,3;;0;;
04.02.2019;09:00;13,243; ;61,123;;249,454;;0,64389; ;0,04;;1018,3;;92,7;;0;;
04.02.2019;10:00;12,285; ;62,525;;188,038;;0,69044; ;1,35;;1018,1;;86,2;;0;;
04.02.2019;11:00;11,729; ;49,850;;148,245;;0,76067; ;3,94;;1017,8;;72,2;;0;;
04.02.2019;12:00;11,470; ;45,984;;123,223;;0,81404; ;4,76;;1017,6;;67,0;;0;;
04.02.2019;13:00;11,551; ;45,639;;141,164;;0,87386; ;4,70;;1017,2;;66,4;;0;;
04.02.2019;14:00;11,775; ;37,122;;100,046;;0,88419; ;4,66;;1016,9;;64,1;;0;;
04.02.2019;15:00;12,130; ;42,964;;118,826;;0,87597; ;4,82;;1016,6;;62,0;;0;;
04.02.2019;16:00;12,424; ;42,908;;124,931;;0,83702; ;4,92;;1016,4;;57,6;;0;;
04.02.2019;17:00;12,938; ;43,475;;110,884;;0,81497; ;4,62;;1016,2;;57,0;;0;;
04.02.2019;18:00;13,392; ;48,568;;117,138;;0,81243; ;4,21;;1015,8;;57,4;;0;;
04.02.2019;19:00;13,783; ;53,193;;114,137;;0,78722; ;4,06;;1015,8;;57,5;;0;;
04.02.2019;20:00;14,058; ;38,468;;72,361;;0,75720; ;3,94;;1015,6;;56,9;;0;;
04.02.2019;21:00;14,337; ;29,424;;53,658;;0,70171; ;3,98;;1015,1;;58,2;;0;;
04.02.2019;22:00;14,580; ;21,467;;38,161;;0,68146; ;4,13;;1014,8;;56,5;;0;;
04.02.2019;23:00;14,797; ;22,023;;33,057;;0,63658; ;4,13;;1014,6;;56,4;;0;;
05.02.2019;00:00;15,110; ;30,096;;39,609;;0,63025; ;4,03;;1014,8;;57,9;;0;;
05.02.2019;01:00;15,277; ;;*;;*;0,60239; ;4,02;;1014,7;;58,2;;0;;
05.02.2019;02:00;15,410; ;14,648;;16,946;;0,55520;E;3,95;;1014,4;;60,8;;0;;
05.02.2019;03:00;15,563; ;16,144;;18,123;;0,51249;E;3,86;;1014,4;;61,4;;0;;
05.02.2019;04:00;15,720; ;16,283;;18,642;;0,48995;E;3,70;;1014,5;;63,5;;0;;
05.02.2019;05:00;15,844; ;16,568;;24,920;;0,47721;E;3,49;;1014,7;;68,8;;0;;
05.02.2019;06:00;15,845; ;29,078;;57,341;;0,48925;E;3,24;;1014,6;;74,2;;0;;
05.02.2019;07:00;15,728; ;41,230;;113,428;;0,52346;E;3,21;;1014,7;;75,6;;0;;
05.02.2019;08:00;15,656; ;58,950;;193,596;;0,53498;E;3,38;;1015,3;;77,5;;0;;
05.02.2019;09:00;15,552; ;53,723;;159,387;;0,56941;E;3,43;;1016,2;;81,4;;0;;
05.02.2019;10:00;15,487; ;;*;;*;0,60078; ;;*;;*;;*;0;;
05.02.2019;11:00;15,506; ;;*;;*;0,63803; ;;*;;*;;*;;*;
05.02.2019;12:00;15,510; ;;*;;*;;*;;*;;*;;*;0;;
05.02.2019;13:00;15,266; ;37,383;;93,883;;;*;4,28;;1017,3;;80,9;;0;;
05.02.2019;14:00;15,005; ;37,091;;80,550;;;*;4,24;;1017,1;;82,2;;0;;
05.02.2019;15:00;14,988; ;39,575;;102,860;;;*;4,21;;1017,2;;83,9;;0;;
05.02.2019;16:00;15,362; ;49,935;;112,551;;;*;4,06;;1017,9;;85,2;;0;;
05.02.2019;17:00;16,082; ;53,500;;148,198;;;*;3,85;;1018,1;;88,9;;4;;
05.02.2019;18:00;16,994; ;59,813;;158,031;;;*;3,70;;1018,3;;90,9;;2;;
05.02.2019;19:00;18,152; ;56,047;;154,106;;0,68230; ;3,71;;1018,5;;89,4;;0;;
05.02.2019;20:00;19,153; ;46,695;;111,692;;0,64817; ;3,70;;1018,6;;87,0;;0;;
05.02.2019;21:00;19,783; ;41,212;;85,532;;0,63259; ;3,71;;1018,8;;82,9;;0;;
05.02.2019;22:00;20,778; ;40,885;;83,690;;0,63105; ;3,66;;1018,8;;83,9;;0;;
05.02.2019;23:00;22,168; ;45,537;;83,728;;0,59817;E;3,60;;1019,0;;84,7;;0;;
06.02.2019;00:00;23,517; ;42,928;;74,817;;0,55826;E;3,52;;1018,8;;84,8;;0;;
06.02.2019;01:00;24,808; ;38,778;;48,520;;0,52533;E;3,61;;1018,6;;83,5;;0;;
06.02.2019;02:00;26,002; ;;*;;*;0,47679;E;3,49;;1018,2;;83,4;;0;;
06.02.2019;03:00;26,878; ;31,285;;41,310;;0,46079;E;2,89;;1018,2;;84,6;;0;;
06.02.2019;04:00;27,640; ;34,828;;43,491;;0,49767;E;2,14;;1017,8;;86,7;;0;;
06.02.2019;05:00;28,517; ;42,544;;71,634;;0,53776;E;1,62;;1017,2;;88,6;;0;;
06.02.2019;06:00;29,399; ;47,425;;112,367;;0,60847; ;1,33;;1016,7;;89,9;;0;;
06.02.2019;07:00;29,880; ;50,771;;168,541;;0,64283; ;1,22;;1016,0;;89,6;;0;;
06.02.2019;08:00;30,318; ;58,845;;201,073;;0,69025; ;0,98;;1015,7;;90,1;;0;;
06.02.2019;09:00;30,519; ;66,772;;217,678;;0,70676; ;1,71;;1015,4;;87,7;;0;;
06.02.2019;10:00;29,939; ;53,130;;163,833;;0,69826; ;3,17;;1015,0;;81,0;;0;;
06.02.2019;11:00;29,438; ;42,439;;127,630;;0,66533; ;5,08;;1014,7;;72,7;;0;;
06.02.2019;12:00;29,186; ;52,884;;166,996;;0,61580; ;5,41;;1014,3;;72,1;;0;;
06.02.2019;13:00;29,594; ;51,767;;153,449;;0,55594;E;5,89;;1013,8;;69,9;;0;;
06.02.2019;14:00;29,827; ;46,441;;108,809;;0,46977;E;7,27;;1013,0;;58,4;;0;;
06.02.2019;15:00;29,933; ;41,829;;142,988;;0,52406;E;7,69;;1012,3;;56,8;;0;;
06.02.2019;16:00;29,812; ;57,127;;123,004;;0,53656;E;7,57;;1011,8;;57,5;;0;;
06.02.2019;17:00;29,676; ;69,618;;179,838;;0,61244; ;7,57;;1011,3;;57,4;;0;;
06.02.2019;18:00;29,383; ;67,960;;158,396;;0,67725; ;7,19;;1011,0;;57,7;;0;;
06.02.2019;19:00;28,837; ;58,370;;141,872;;0,73699; ;6,84;;1010,7;;56,0;;0;;
06.02.2019;20:00;28,455; ;53,303;;107,592;;0,75971; ;6,66;;1010,5;;56,0;;0;;
06.02.2019;21:00;28,352; ;59,717;;108,981;;0,78338; ;6,64;;1010,2;;55,2;;0;;
06.02.2019;22:00;27,805; ;39,306;;65,608;;0,77392; ;6,61;;1009,6;;52,6;;0;;
06.02.2019;23:00;27,015; ;40,599;;67,478;;0,73176; ;6,33;;1009,2;;52,4;;0;;
07.02.2019;00:00;26,196; ;34,076;;48,838;;0,69662; ;5,95;;1008,7;;52,2;;0;;
07.02.2019;01:00;25,415; ;25,428;;31,883;;0,54727;E;5,85;;1008,1;;52,1;;0;;
07.02.2019;02:00;24,678; ;21,219;;24,879;;0,42122;E;5,97;;1007,3;;52,1;;0;;
07.02.2019;03:00;24,117; ;;*;;*;0,31566;E;5,84;;1006,5;;49,4;;0;;
07.02.2019;04:00;23,713; ;23,199;;25,973;;0,26368;E;5,78;;1005,5;;46,5;;0;;
07.02.2019;05:00;22,962; ;24,884;;31,497;;0,19743;E;6,10;;1004,4;;45,5;;0;;
07.02.2019;06:00;22,213; ;48,808;;109,301;;0,19378;E;5,80;;1003,7;;48,0;;0;;
07.02.2019;07:00;21,812; ;52,200;;109,340;;0,16127;E;5,84;;1002,9;;49,9;;0;;
07.02.2019;08:00;21,489; ;66,973;;180,570;;0,17668;E;4,83;;1002,0;;59,5;;0;;
07.02.2019;09:00;21,374; ;64,185;;167,839;;0,21616;E;5,55;;1001,1;;55,0;;0;;
07.02.2019;10:00;21,225; ;44,549;;91,432;;0,23215;E;7,53;;1000,5;;45,0;;2;;
07.02.2019;11:00;21,314; ;49,118;;108,095;;0,25978;E;7,55;;1000,2;;54,4;;0;;
07.02.2019;12:00;21,509; ;45,214;;107,603;;0,26687;E;7,40;;999,9;;62,7;;5;;
07.02.2019;13:00;21,705; ;51,091;;147,543;;0,28156;E;6,71;;999,3;;71,4;;0;;
07.02.2019;14:00;22,128; ;35,855;;90,268;;0,25555;E;6,70;;999,2;;72,1;;0;;
07.02.2019;15:00;22,564; ;45,477;;97,646;;0,25598;E;6,75;;998,8;;72,3;;0;;
07.02.2019;16:00;22,884; ;43,819;;124,632;;0,29849;E;7,03;;999,3;;71,4;;0;;
07.02.2019;17:00;23,113; ;58,578;;149,126;;0,38376;E;6,43;;999,7;;73,8;;0;;
07.02.2019;18:00;23,296; ;55,929;;129,294;;0,49978;E;5,70;;1000,1;;76,1;;0;;
07.02.2019;19:00;23,388; ;50,087;;102,060;;0,56251;E;5,26;;1000,3;;77,4;;0;;
07.02.2019;20:00;23,442; ;47,640;;92,041;;0,60582; ;5,15;;1000,9;;78,2;;0;;
07.02.2019;21:00;23,623; ;48,018;;84,901;;0,70184; ;4,86;;1001,0;;80,8;;0;;
07.02.2019;22:00;23,946; ;48,167;;73,623;;0,84312; ;5,06;;1001,2;;80,6;;0;;
07.02.2019;23:00;23,903; ;35,749;;53,356;;0,83470; ;5,21;;1001,7;;79,3;;0;;
08.02.2019;00:00;23,785; ;21,132;;28,930;;0,80772; ;4,99;;1002,1;;80,1;;0;;
08.02.2019;01:00;23,687; ;17,808;;24,053;;0,73639; ;4,87;;1002,5;;79,8;;0;;
08.02.2019;02:00;23,548; ;16,812;;20,558;;0,65992; ;5,13;;1003,1;;78,7;;0;;
08.02.2019;03:00;23,398; ;24,927;;31,298;;0,62458; ;5,65;;1003,3;;77,1;;0;;
08.02.2019;04:00;23,125; ;;*;;*;0,58573;E;5,52;;1003,6;;76,9;;0;;
08.02.2019;05:00;23,102; ;17,654;;24,709;;0,50725;E;4,66;;1003,8;;80,0;;0;;
08.02.2019;06:00;22,948; ;24,879;;45,903;;0,40388;E;4,79;;1004,1;;79,9;;0;;
08.02.2019;07:00;22,759; ;45,470;;105,767;;0,40210;E;4,73;;1004,1;;80,8;;0;;
08.02.2019;08:00;22,440; ;49,364;;117,882;;0,40284;E;5,15;;1004,1;;78,8;;0;;
08.02.2019;09:00;22,069; ;46,044;;128,043;;0,42337;E;5,41;;1004,2;;78,2;;0;;
08.02.2019;10:00;21,853; ;48,179;;118,425;;0,44960;E;6,19;;1004,2;;76,1;;0;;
08.02.2019;11:00;21,415; ;36,406;;95,980;;0,48080;E;7,00;;1003,9;;73,6;;0;;
08.02.2019;12:00;20,738; ;29,379;;71,551;;0,49373;E;7,96;;1003,8;;69,7;;0;;
08.02.2019;13:00;19,981; ;34,263;;79,762;;0,52398;E;8,50;;1003,4;;67,0;;0;;
08.02.2019;14:00;19,153; ;27,895;;66,691;;0,53454;E;8,83;;1002,7;;66,2;;0;;
08.02.2019;15:00;18,240; ;34,729;;78,581;;0,50994;E;8,64;;1002,2;;68,1;;0;;
08.02.2019;16:00;17,353; ;32,576;;72,632;;0,48504;E;8,54;;1001,8;;68,8;;0;;
08.02.2019;17:00;16,293; ;37,050;;70,366;;0,45743;E;8,37;;1001,2;;70,0;;0;;
08.02.2019;18:00;15,322; ;39,361;;78,322;;0,43151;E;8,31;;1000,5;;70,6;;0;;
08.02.2019;19:00;14,491; ;41,905;;88,476;;0,39821;E;8,43;;1000,1;;70,7;;0;;
08.02.2019;20:00;13,691; ;24,842;;46,869;;0,38615;E;8,50;;999,0;;70,1;;0;;
