Lufthygienisches ‹berwachungssystem Niedersachsen;
Jadebusen;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
08.03.2019;14:00;7,110; ;3,726;;4,120;;85,979;;8,27;;1008,8;;277,6;;6,85;;56,1;;0;;444,6;;
08.03.2019;15:00;7,353; ;3,486;;3,735;;84,521;;8,07;;1009,5;;273,7;;6,32;;59,5;;0;;351,3;;
08.03.2019;16:00;7,705; ;4,244;;4,479;;83,154;;7,74;;1010,0;;283,4;;4,74;;63,5;;0;;184,1;;
08.03.2019;17:00;8,082; ;5,199;;7,043;;80,082;;7,45;;1010,4;;273,6;;4,42;;69,1;;0;;130,8;;
08.03.2019;18:00;8,534; ;5,750;;8,136;;74,717;;6,86;;1010,2;;255,5;;4,03;;68,3;;0;;50,8;;
08.03.2019;19:00;9,131; ;6,818;;8,168;;69,423;;5,92;;1010,2;;229,5;;2,91;;73,9;;0;;1,0;;
08.03.2019;20:00;9,695; ;7,191;;7,158;;66,642;;5,42;;1009,9;;212,4;;3,00;;73,3;;0;;0,0;;
08.03.2019;21:00;10,151; ;6,850;;6,954;;67,829;;5,05;;1009,3;;207,7;;3,09;;76,4;;0;;0,0;;
08.03.2019;22:00;10,534; ;7,611;;7,704;;66,484;;5,23;;1008,7;;205,8;;3,91;;78,9;;0;;0,0;;
08.03.2019;23:00;10,976; ;10,482;;10,007;;60,887;;4,77;;1007,8;;194,1;;4,12;;81,8;;0;;0,0;;
09.03.2019;00:00;11,417; ;11,866;;11,422;;55,452;;4,97;;1006,5;;195,0;;4,60;;82,0;;0;;0,0;;
09.03.2019;01:00;11,794; ;;*;;*;;*;5,63;;1005,4;;204,8;;5,77;;84,1;;4;;0,0;;
09.03.2019;02:00;12,272; ;7,666;;6,955;;62,979;;5,64;;1004,0;;204,5;;6,15;;90,3;;17;;0,0;;
09.03.2019;03:00;12,615; ;5,586;;5,078;;68,932;;5,58;;1002,3;;204,8;;6,75;;93,5;;28;;0,0;;
09.03.2019;04:00;12,789; ;4,573;;3,800;;71,125;;5,54;;1000,3;;205,1;;7,50;;95,9;;0;;0,1;;
09.03.2019;05:00;12,835; ;4,986;;4,206;;65,566;;6,14;;999,3;;220,9;;8,90;;98,2;;9;;0,5;;
09.03.2019;06:00;12,926; ;4,431;;3,659;;72,090;;7,15;;999,7;;254,4;;10,11;;90,7;;0;;0,3;;
09.03.2019;07:00;12,830; ;4,222;;3,736;;76,086;;7,05;;1000,2;;258,9;;9,60;;85,4;;0;;0,1;;
09.03.2019;08:00;12,781; ;3,890;;3,419;;78,326;;6,55;;1001,1;;253,6;;8,63;;84,1;;0;;44,7;;
09.03.2019;09:00;12,972; ;4,536;;4,336;;77,625;;6,68;;1001,9;;253,9;;9,22;;83,7;;23;;50,0;;
09.03.2019;10:00;13,062; ;4,591;;4,444;;80,960;;7,25;;1002,4;;259,6;;8,94;;79,0;;0;;112,3;;
09.03.2019;11:00;13,153; ;3,507;;3,952;;80,750;;7,55;;1003,1;;252,3;;9,76;;77,9;;0;;153,3;;
09.03.2019;12:00;13,212; ;4,272;;4,294;;80,555;;8,04;;1003,5;;254,7;;10,18;;73,7;;0;;264,2;;
09.03.2019;13:00;13,221; ;3,480;;3,649;;85,562;;8,68;;1003,5;;259,5;;10,99;;66,2;;0;;381,3;;
09.03.2019;14:00;13,287; ;3,370;;3,570;;86,521;;8,65;;1002,9;;254,4;;9,44;;64,3;;0;;279,3;;
09.03.2019;15:00;13,265; ;3,295;;3,459;;81,721;;9,18;;1001,3;;234,1;;9,65;;64,0;;0;;206,5;;
09.03.2019;16:00;13,091; ;4,941;;4,738;;78,394;;8,48;;999,6;;232,2;;9,44;;71,3;;13;;81,3;;
09.03.2019;17:00;12,723; ;5,031;;4,706;;78,489;;5,82;;998,8;;243,5;;7,63;;93,8;;55;;42,3;;
09.03.2019;18:00;12,345; ;3,888;;3,680;;86,966;;5,23;;1000,2;;295,4;;7,01;;90,7;;7;;49,3;;
09.03.2019;19:00;11,819; ;3,763;;3,371;;90,281;;4,22;;1003,3;;283,5;;5,99;;93,0;;0;;3,6;;
09.03.2019;20:00;11,524; ;4,525;;4,355;;86,718;;5,25;;1004,9;;272,0;;7,44;;86,1;;0;;0,0;;
09.03.2019;21:00;11,373; ;4,099;;3,815;;85,752;;5,59;;1005,8;;268,1;;8,24;;83,3;;0;;0,0;;
09.03.2019;22:00;11,238; ;5,421;;5,379;;82,977;;5,80;;1006,5;;261,0;;8,34;;80,9;;0;;0,0;;
09.03.2019;23:00;11,015; ;3,793;;3,111;;83,600;;5,58;;1006,7;;249,1;;7,24;;83,0;;0;;0,0;;
10.03.2019;00:00;10,823; ;4,891;;4,148;;74,744;;4,97;;1007,0;;233,5;;6,74;;90,0;;0;;0,0;;
10.03.2019;01:00;10,701; ;5,846;;5,309;;73,311;;5,71;;1007,3;;247,8;;7,37;;88,6;;0;;0,0;;
10.03.2019;02:00;10,462; ;;*;;*;;*;4,74;;1007,2;;267,5;;6,54;;87,8;;27;;0,6;;
10.03.2019;03:00;10,511; ;4,417;;3,673;;77,543;;4,75;;1006,9;;256,7;;4,51;;90,9;;50;;0,1;;
10.03.2019;04:00;10,753; ;5,039;;4,341;;72,793;;5,13;;1006,2;;246,1;;4,03;;89,4;;8;;0,0;;
10.03.2019;05:00;11,010; ;4,885;;4,105;;68,648;;4,74;;1005,5;;237,9;;3,57;;91,9;;0;;0,0;;
10.03.2019;06:00;11,115; ;6,009;;5,365;;65,160;;4,35;;1004,9;;226,4;;3,49;;93,4;;0;;0,0;;
10.03.2019;07:00;10,994; ;5,743;;5,061;;61,338;;4,01;;1004,0;;214,3;;3,26;;95,0;;0;;0,1;;
10.03.2019;08:00;10,634; ;5,568;;5,164;;56,949;;3,63;;1003,1;;219,4;;2,99;;96,5;;0;;35,5;;
10.03.2019;09:00;10,377; ;5,375;;5,407;;56,436;;4,66;;1002,2;;216,9;;2,65;;94,8;;0;;105,4;;
10.03.2019;10:00;10,166; ;6,772;;7,382;;58,608;;5,63;;1001,5;;219,2;;3,29;;91,7;;0;;156,1;;
10.03.2019;11:00;9,969; ;5,320;;5,522;;64,749;;6,36;;1000,6;;219,9;;2,88;;87,1;;0;;173,5;;
10.03.2019;12:00;9,908; ;5,542;;6,194;;70,394;;6,97;;999,9;;225,8;;1,81;;80,3;;0;;227,4;;
10.03.2019;13:00;9,792; ;4,244;;3,662;;78,128;;6,99;;999,3;;328,9;;1,56;;72,6;;18;;98,2;;
10.03.2019;14:00;9,471; ;3,081;;2,391;;83,970;;4,55;;998,8;;18,7;;2,42;;84,5;;60;;43,3;;
10.03.2019;15:00;9,291; ;3,655;;3,175;;85,261;;4,15;;998,7;;12,1;;1,21;;85,1;;60;;31,8;;
10.03.2019;16:00;9,158; ;4,916;;4,977;;82,160;;4,01;;998,3;;319,8;;0,89;;87,9;;50;;43,3;;
10.03.2019;17:00;9,181; ;5,879;;6,339;;69,797;;4,00;;999,2;;262,2;;2,58;;92,3;;0;;56,4;;
10.03.2019;18:00;9,146; ;5,869;;5,653;;69,752;;4,17;;1000,8;;284,9;;2,68;;91,6;;0;;21,9;;
10.03.2019;19:00;9,258; ;4,813;;4,521;;73,920;;4,07;;1002,6;;282,4;;2,92;;88,7;;5;;0,9;;
10.03.2019;20:00;9,220; ;5,352;;5,636;;69,350;;3,61;;1003,8;;275,9;;1,96;;90,9;;8;;0,0;;
10.03.2019;21:00;9,172; ;6,223;;5,745;;62,494;;3,56;;1004,7;;247,8;;2,89;;91,8;;0;;0,0;;
10.03.2019;22:00;9,065; ;5,310;;4,628;;65,106;;3,63;;1005,2;;235,5;;5,07;;93,8;;0;;0,1;;
10.03.2019;23:00;8,844; ;3,759;;2,997;;73,833;;3,09;;1005,8;;244,9;;6,17;;95,0;;23;;0,1;;
11.03.2019;00:00;8,592; ;3,874;;3,173;;73,596;;2,71;;1006,0;;230,1;;5,32;;95,7;;0;;0,3;;
11.03.2019;01:00;8,225; ;3,805;;3,022;;75,014;;1,64;;1005,7;;212,6;;6,03;;98,3;;3;;0,0;;
11.03.2019;02:00;7,894; ;3,334;;2,556;;80,905;;1,69;;1005,3;;232,4;;7,99;;99,0;;10;;0,2;;
11.03.2019;03:00;7,485; ;;*;;*;;*;1,84;;1005,5;;241,3;;7,25;;97,5;;50;;0,4;;
11.03.2019;04:00;7,113; ;3,800;;3,073;;77,441;;1,36;;1005,4;;237,8;;4,97;;99,8;;56;;0,1;;
11.03.2019;05:00;6,871; ;4,320;;3,542;;76,774;;1,83;;1005,3;;240,7;;3,86;;98,8;;20;;0,1;;
11.03.2019;06:00;6,680; ;4,407;;3,966;;75,612;;2,40;;1005,4;;242,4;;4,51;;95,1;;17;;0,0;;
11.03.2019;07:00;6,436; ;5,337;;5,719;;75,776;;2,28;;1005,5;;232,4;;5,58;;94,2;;0;;0,2;;
11.03.2019;08:00;6,110; ;4,734;;4,972;;78,160;;2,16;;1006,1;;238,1;;7,15;;94,6;;0;;21,0;;
11.03.2019;09:00;5,772; ;5,477;;5,876;;76,450;;2,23;;1006,6;;240,2;;6,35;;96,3;;7;;92,0;;
11.03.2019;10:00;5,428; ;4,610;;5,131;;76,381;;3,51;;1007,1;;234,8;;5,46;;94,3;;0;;279,8;;
11.03.2019;11:00;5,078; ;5,986;;6,865;;73,958;;3,45;;1007,8;;242,9;;6,21;;94,3;;36;;167,8;;
11.03.2019;12:00;4,688; ;4,231;;4,960;;76,333;;3,93;;1008,0;;244,8;;5,36;;94,6;;2;;130,1;;
11.03.2019;13:00;4,367; ;4,006;;5,356;;74,493;;2,44;;1008,5;;229,6;;5,03;;96,9;;41;;88,6;;
11.03.2019;14:00;4,292; ;9,433;;11,529;;67,871;;1,91;;1008,5;;192,5;;3,50;;100,0;;49;;164,9;;
11.03.2019;15:00;4,192; ;10,220;;14,626;;66,401;;3,92;;1008,5;;200,2;;1,68;;99,1;;35;;104,6;;
11.03.2019;16:00;4,110; ;7,520;;7,582;;70,251;;4,59;;1009,5;;9,7;;1,69;;97,1;;9;;155,0;;
11.03.2019;17:00;4,005; ;10,184;;10,985;;72,655;;5,17;;1011,7;;349,2;;4,10;;91,3;;0;;202,1;;
11.03.2019;18:00;3,946; ;7,666;;7,682;;79,115;;5,42;;1013,5;;331,8;;4,47;;89,6;;0;;60,2;;
11.03.2019;19:00;3,779; ;7,180;;6,466;;78,079;;4,72;;1015,5;;323,6;;3,47;;90,1;;0;;4,4;;
11.03.2019;20:00;3,670; ;6,042;;5,339;;74,791;;3,90;;1017,1;;308,7;;2,90;;91,4;;0;;0,0;;
11.03.2019;21:00;3,560; ;5,577;;5,523;;68,664;;2,96;;1018,0;;291,4;;2,03;;94,9;;0;;0,0;;
11.03.2019;22:00;3,525; ;7,613;;7,818;;57,099;;2,17;;1018,7;;245,3;;2,07;;97,0;;0;;0,0;;
11.03.2019;23:00;3,714; ;9,983;;9,561;;50,203;;1,80;;1019,0;;229,3;;2,17;;98,7;;0;;0,0;;
12.03.2019;00:00;3,938; ;6,936;;6,397;;54,873;;1,77;;1019,6;;240,4;;2,36;;99,6;;6;;0,0;;
12.03.2019;01:00;4,180; ;6,666;;6,106;;57,692;;1,71;;1019,8;;247,0;;2,30;;100,0;;0;;0,0;;
12.03.2019;02:00;4,367; ;5,421;;4,684;;60,126;;1,99;;1019,8;;237,9;;2,62;;100,0;;0;;0,0;;
12.03.2019;03:00;4,608; ;5,976;;5,298;;58,457;;1,92;;1019,7;;219,6;;2,53;;100,0;;0;;0,0;;
12.03.2019;04:00;4,923; ;;*;;*;;*;2,00;;1019,0;;215,4;;3,48;;100,0;;0;;0,0;;
12.03.2019;05:00;5,186; ;5,967;;5,394;;55,706;;1,85;;1018,5;;207,0;;2,86;;100,0;;0;;0,0;;
12.03.2019;06:00;5,357; ;7,166;;6,932;;53,860;;1,72;;1017,8;;196,0;;3,52;;100,0;;0;;0,0;;
12.03.2019;07:00;5,571; ;9,855;;10,861;;53,797;;2,06;;1016,6;;192,1;;4,73;;99,2;;0;;0,6;;
12.03.2019;08:00;5,837; ;15,339;;17,223;;49,403;;2,71;;1015,8;;181,6;;4,62;;94,0;;0;;30,3;;
12.03.2019;09:00;6,234; ;13,873;;17,520;;48,209;;3,54;;1014,8;;193,1;;5,31;;89,0;;1;;63,7;;
12.03.2019;10:00;6,736; ;13,849;;15,012;;49,794;;3,92;;1014,0;;200,4;;6,49;;92,3;;37;;75,5;;
12.03.2019;11:00;7,165; ;12,832;;14,089;;56,003;;3,89;;1012,1;;187,4;;7,53;;95,4;;26;;103,1;;
12.03.2019;12:00;7,571; ;14,898;;17,570;;57,743;;4,81;;1009,7;;179,8;;7,69;;91,6;;0;;139,6;;
12.03.2019;13:00;7,922; ;10,981;;11,826;;65,799;;5,97;;1008,0;;189,9;;8,90;;82,5;;3;;104,4;;
12.03.2019;14:00;8,169; ;13,075;;14,526;;64,741;;7,05;;1006,4;;191,6;;9,35;;73,9;;0;;143,9;;
12.03.2019;15:00;8,312; ;11,524;;12,547;;67,174;;7,77;;1004,9;;196,1;;9,92;;66,6;;0;;164,9;;
12.03.2019;16:00;8,437; ;10,681;;11,207;;69,521;;7,87;;1003,5;;193,7;;9,34;;65,1;;0;;98,0;;
12.03.2019;17:00;8,581; ;11,322;;12,471;;67,451;;7,83;;1001,6;;188,2;;8,59;;63,7;;0;;55,4;;
12.03.2019;18:00;8,695; ;13,089;;13,459;;66,432;;8,03;;999,8;;189,3;;8,47;;61,8;;0;;18,6;;
12.03.2019;19:00;8,784; ;13,068;;12,853;;67,470;;7,70;;998,0;;188,4;;8,45;;62,6;;6;;1,1;;
12.03.2019;20:00;8,763; ;10,977;;10,928;;68,664;;7,11;;996,7;;186,5;;7,99;;66,0;;4;;0,0;;
12.03.2019;21:00;8,666; ;9,603;;8,961;;70,847;;7,22;;995,7;;199,6;;9,15;;66,2;;0;;0,0;;
12.03.2019;22:00;8,569; ;7,715;;7,053;;73,490;;6,03;;994,3;;202,9;;8,81;;80,7;;15;;0,0;;
12.03.2019;23:00;8,398; ;6,228;;5,524;;74,946;;5,87;;993,4;;204,6;;9,41;;85,6;;14;;0,3;;
13.03.2019;00:00;8,098; ;4,088;;3,461;;92,311;;3,40;;994,8;;256,8;;7,43;;96,7;;58;;0,7;;
13.03.2019;01:00;7,949; ;2,794;;2,099;;86,789;;4,01;;995,8;;252,9;;6,46;;93,4;;9;;0,2;;
13.03.2019;02:00;8,018; ;4,103;;3,335;;80,111;;4,42;;996,4;;236,3;;8,27;;91,1;;0;;0,0;;
13.03.2019;03:00;8,035; ;4,080;;3,346;;75,536;;4,21;;996,4;;225,2;;7,53;;91,4;;0;;0,0;;
13.03.2019;04:00;7,996; ;5,490;;4,732;;71,703;;4,64;;995,8;;215,1;;7,97;;89,3;;0;;0,0;;
13.03.2019;05:00;7,937; ;;*;;*;;*;4,78;;995,3;;216,4;;8,83;;89,8;;0;;0,0;;
13.03.2019;06:00;7,921; ;5,980;;5,460;;68,669;;4,73;;994,9;;216,0;;9,02;;91,7;;0;;0,0;;
13.03.2019;07:00;8,013; ;6,427;;6,435;;67,096;;4,86;;994,6;;216,6;;9,56;;91,8;;0;;0,7;;
13.03.2019;08:00;8,160; ;6,251;;6,453;;67,962;;4,96;;994,4;;217,8;;10,55;;91,5;;0;;21,1;;
13.03.2019;09:00;8,135; ;6,248;;6,426;;69,264;;5,22;;993,9;;218,3;;11,30;;89,2;;0;;48,7;;
13.03.2019;10:00;7,931; ;7,467;;7,620;;68,343;;5,45;;993,4;;215,8;;11,18;;90,2;;13;;93,4;;
13.03.2019;11:00;7,721; ;7,832;;8,317;;67,430;;5,77;;993,0;;219,0;;11,80;;90,7;;12;;118,2;;
13.03.2019;12:00;7,457; ;8,119;;8,571;;67,544;;5,79;;992,7;;217,8;;11,75;;91,7;;22;;128,0;;
13.03.2019;13:00;7,400; ;7,839;;7,975;;67,927;;6,18;;992,6;;220,8;;10,72;;93,3;;33;;57,7;;
13.03.2019;14:00;7,292; ;5,628;;5,693;;74,844;;6,09;;992,9;;236,7;;10,55;;93,7;;60;;47,6;;
13.03.2019;15:00;7,248; ;4,181;;4,668;;77,901;;5,97;;992,7;;234,5;;8,36;;94,1;;36;;133,9;;
13.03.2019;16:00;7,390; ;4,280;;4,624;;77,455;;7,05;;992,4;;241,2;;9,23;;89,7;;26;;137,6;;
13.03.2019;17:00;7,436; ;3,834;;4,537;;80,158;;6,62;;992,5;;248,8;;10,10;;88,3;;26;;62,5;;
13.03.2019;18:00;7,511; ;3,953;;4,134;;80,767;;5,91;;992,7;;249,6;;9,96;;94,0;;0;;21,5;;
13.03.2019;19:00;7,714; ;3,719;;3,623;;81,854;;6,52;;993,3;;260,1;;9,19;;91,0;;11;;3,9;;
13.03.2019;20:00;8,007; ;3,145;;2,997;;81,414;;6,74;;994,4;;268,4;;9,19;;91,1;;8;;0,0;;
13.03.2019;21:00;8,288; ;3,155;;2,745;;83,130;;6,69;;995,9;;279,5;;7,78;;90,1;;28;;0,0;;
13.03.2019;22:00;8,474; ;2,839;;2,170;;82,311;;6,33;;997,4;;292,3;;6,26;;90,9;;32;;0,2;;
13.03.2019;23:00;8,664; ;3,626;;2,902;;79,837;;6,48;;998,9;;291,3;;5,23;;87,4;;0;;0,3;;
14.03.2019;00:00;9,141; ;3,844;;3,325;;79,078;;6,17;;999,8;;279,5;;5,47;;88,7;;0;;0,0;;
14.03.2019;01:00;9,507; ;3,224;;2,543;;78,893;;6,29;;1000,8;;273,1;;5,86;;90,7;;0;;0,0;;
14.03.2019;02:00;9,707; ;3,745;;3,103;;77,795;;6,05;;1001,5;;268,6;;6,13;;91,3;;0;;0,0;;
14.03.2019;03:00;10,116; ;3,613;;2,879;;78,982;;5,86;;1001,8;;250,8;;6,16;;92,2;;0;;0,0;;
14.03.2019;04:00;10,419; ;4,371;;3,621;;73,845;;5,74;;1001,3;;240,6;;5,74;;93,5;;0;;0,0;;
14.03.2019;05:00;10,480; ;3,849;;3,134;;71,068;;6,17;;1000,8;;240,7;;6,81;;93,0;;0;;0,0;;
14.03.2019;06:00;10,585; ;4,170;;3,700;;69,082;;6,06;;1000,1;;241,6;;6,74;;93,5;;25;;0,0;;
14.03.2019;07:00;10,739; ;6,041;;6,042;;67,221;;6,04;;999,1;;231,0;;6,92;;91,5;;0;;0,4;;
14.03.2019;08:00;10,844; ;6,809;;6,709;;63,423;;5,94;;998,1;;221,5;;6,63;;92,2;;0;;12,8;;
14.03.2019;09:00;10,775; ;6,648;;6,796;;62,159;;5,52;;996,8;;217,2;;7,11;;96,1;;4;;33,9;;
14.03.2019;10:00;10,609; ;7,796;;7,853;;61,751;;5,50;;995,4;;216,2;;7,57;;96,9;;16;;46,6;;
14.03.2019;11:00;10,429; ;8,722;;8,824;;61,272;;5,53;;993,8;;215,6;;7,51;;96,1;;39;;62,1;;
14.03.2019;12:00;10,302; ;8,737;;9,575;;62,753;;5,76;;991,8;;212,2;;7,76;;94,7;;22;;80,1;;
14.03.2019;13:00;10,056; ;10,014;;10,951;;60,985;;6,01;;990,0;;208,2;;7,27;;94,9;;36;;129,8;;
14.03.2019;14:00;9,905; ;10,156;;11,618;;63,055;;6,07;;988,0;;200,1;;6,69;;96,1;;39;;113,1;;
14.03.2019;15:00;9,749; ;10,298;;11,335;;62,272;;6,55;;986,6;;217,4;;5,05;;97,0;;56;;76,5;;
14.03.2019;16:00;9,412; ;9,387;;11,132;;65,186;;7,15;;986,6;;256,5;;4,80;;96,7;;60;;85,2;;
14.03.2019;17:00;9,338; ;7,530;;8,700;;71,981;;7,28;;987,6;;286,1;;5,68;;97,8;;60;;39,0;;
14.03.2019;18:00;9,361; ;3,333;;2,775;;84,081;;6,91;;989,6;;301,2;;7,12;;97,3;;51;;21,1;;
14.03.2019;19:00;9,465; ;3,519;;3,022;;86,365;;7,06;;991,7;;291,6;;6,17;;94,8;;0;;6,9;;
14.03.2019;20:00;9,576; ;4,274;;3,987;;84,685;;7,18;;993,3;;282,6;;6,54;;91,4;;2;;0,0;;
14.03.2019;21:00;9,630; ;4,051;;3,982;;87,785;;7,23;;994,5;;278,2;;7,09;;85,9;;0;;0,0;;
14.03.2019;22:00;9,681; ;4,295;;3,786;;87,472;;7,33;;995,3;;276,7;;7,64;;81,6;;2;;0,0;;
14.03.2019;23:00;9,780; ;;*;;*;;*;7,10;;996,1;;273,5;;8,27;;85,1;;33;;0,0;;
15.03.2019;00:00;9,829; ;3,582;;2,839;;86,476;;7,00;;997,2;;282,3;;7,05;;86,8;;8;;0,0;;
15.03.2019;01:00;9,916; ;3,965;;3,462;;84,296;;6,79;;998,0;;279,0;;6,68;;88,8;;15;;0,0;;
15.03.2019;02:00;10,057; ;3,719;;2,982;;83,215;;6,28;;998,7;;273,7;;5,75;;92,1;;0;;0,0;;
15.03.2019;03:00;9,991; ;4,128;;3,455;;77,563;;6,16;;999,4;;266,6;;5,75;;91,8;;0;;0,0;;
15.03.2019;04:00;10,036; ;4,831;;4,084;;68,359;;5,78;;999,6;;250,4;;4,92;;94,3;;0;;0,0;;
15.03.2019;05:00;10,308; ;5,428;;4,744;;61,939;;5,46;;999,4;;245,8;;5,02;;95,9;;0;;0,0;;
15.03.2019;06:00;10,461; ;5,887;;5,718;;57,653;;5,19;;999,4;;233,1;;4,74;;97,0;;0;;0,0;;
15.03.2019;07:00;10,424; ;6,573;;7,107;;56,271;;5,15;;999,0;;226,8;;4,64;;96,4;;0;;2,0;;
15.03.2019;08:00;10,386; ;8,708;;9,466;;51,646;;5,23;;998,5;;217,2;;4,79;;96,6;;0;;30,4;;
15.03.2019;09:00;10,566; ;9,030;;9,792;;54,208;;6,10;;997,6;;216,1;;5,28;;94,6;;0;;86,1;;
15.03.2019;10:00;10,880; ;9,024;;9,621;;55,798;;6,86;;997,0;;217,0;;6,34;;92,5;;0;;124,3;;
15.03.2019;11:00;11,185; ;7,639;;8,522;;66,354;;7,18;;995,5;;211,6;;7,23;;91,6;;0;;149,8;;
15.03.2019;12:00;11,320; ;10,861;;11,752;;61,491;;6,97;;994,0;;211,8;;8,27;;98,7;;0;;111,9;;
15.03.2019;13:00;11,355; ;9,808;;10,961;;54,686;;8,63;;993,3;;241,9;;10,71;;98,0;;35;;100,3;;
15.03.2019;14:00;11,585; ;3,650;;4,369;;68,120;;11,03;;993,7;;266,0;;13,80;;81,7;;4;;383,5;;
15.03.2019;15:00;11,758; ;3,468;;4,154;;78,677;;10,93;;994,2;;270,2;;13,41;;72,3;;0;;429,1;;
15.03.2019;16:00;11,986; ;3,508;;4,167;;85,161;;10,35;;995,1;;272,4;;13,45;;69,7;;0;;369,2;;
15.03.2019;17:00;12,082; ;3,858;;4,264;;86,008;;9,71;;995,7;;274,9;;11,58;;69,3;;0;;225,2;;
15.03.2019;18:00;12,122; ;3,708;;3,809;;85,391;;8,66;;996,5;;273,2;;11,13;;71,0;;0;;78,9;;
15.03.2019;19:00;12,057; ;3,226;;3,090;;84,304;;7,73;;997,4;;272,3;;9,92;;71,5;;0;;8,6;;
15.03.2019;20:00;11,995; ;3,223;;3,082;;84,303;;7,26;;998,5;;272,5;;9,21;;75,0;;0;;0,0;;
15.03.2019;21:00;12,028; ;3,030;;2,695;;85,637;;6,98;;999,5;;276,0;;8,39;;75,0;;0;;0,0;;
15.03.2019;22:00;12,221; ;3,255;;2,809;;84,225;;6,69;;1000,3;;270,8;;8,18;;76,5;;0;;0,0;;
15.03.2019;23:00;12,393; ;3,126;;3,037;;82,146;;6,58;;1000,9;;269,3;;7,95;;78,6;;0;;0,0;;
16.03.2019;00:00;12,461; ;;*;;*;;*;6,50;;1001,8;;271,4;;7,40;;79,6;;0;;0,0;;
16.03.2019;01:00;12,486; ;2,960;;2,288;;81,343;;6,56;;1002,4;;272,3;;6,91;;79,9;;0;;0,0;;
16.03.2019;02:00;12,471; ;3,812;;3,132;;80,253;;6,46;;1003,1;;268,8;;7,27;;78,9;;0;;0,0;;
16.03.2019;03:00;12,488; ;3,778;;3,461;;79,780;;6,16;;1003,6;;268,5;;6,40;;81,0;;0;;0,0;;
16.03.2019;04:00;12,428; ;3,776;;3,294;;77,929;;5,94;;1004,1;;264,2;;6,11;;83,2;;0;;0,0;;
16.03.2019;05:00;12,321; ;3,909;;3,212;;77,922;;6,12;;1004,3;;256,7;;5,31;;81,7;;0;;0,0;;
16.03.2019;06:00;12,251; ;4,107;;3,551;;77,299;;5,81;;1004,4;;256,0;;4,54;;81,3;;0;;0,0;;
16.03.2019;07:00;12,254; ;5,177;;5,043;;73,325;;5,55;;1004,5;;239,2;;4,47;;84,1;;0;;1,8;;
16.03.2019;08:00;12,312; ;5,457;;4,930;;65,031;;5,34;;1004,3;;217,8;;3,94;;88,0;;0;;22,0;;
16.03.2019;09:00;12,277; ;5,308;;5,421;;64,720;;5,88;;1004,2;;219,5;;4,97;;85,3;;0;;70,1;;
16.03.2019;10:00;11,979; ;4,310;;4,274;;78,465;;5,67;;1004,3;;225,0;;6,97;;85,1;;14;;118,5;;
16.03.2019;11:00;11,750; ;4,448;;5,155;;81,742;;4,54;;1003,8;;204,1;;4,65;;93,7;;31;;120,1;;
16.03.2019;12:00;11,781; ;6,925;;7,553;;78,308;;4,68;;1002,3;;171,1;;4,67;;96,2;;17;;96,2;;
16.03.2019;13:00;11,900; ;9,430;;10,198;;71,658;;4,95;;1001,0;;170,5;;5,39;;98,1;;60;;82,4;;
16.03.2019;14:00;11,773; ;10,895;;12,400;;61,225;;6,07;;999,8;;185,6;;5,32;;99,5;;60;;91,3;;
16.03.2019;15:00;11,849; ;7,508;;7,672;;61,398;;8,64;;998,9;;226,8;;7,38;;98,4;;33;;52,7;;
16.03.2019;16:00;12,006; ;5,595;;5,355;;74,706;;9,44;;998,4;;233,6;;10,71;;91,8;;0;;29,4;;
16.03.2019;17:00;12,005; ;4,825;;4,482;;81,612;;9,84;;997,7;;233,0;;11,44;;85,7;;0;;26,3;;
16.03.2019;18:00;11,859; ;4,878;;4,366;;83,076;;10,14;;997,1;;231,8;;10,90;;81,0;;0;;16,6;;
16.03.2019;19:00;11,600; ;4,729;;4,301;;84,550;;10,24;;996,7;;229,8;;11,09;;78,2;;0;;2,8;;
16.03.2019;20:00;11,280; ;4,146;;3,530;;85,778;;10,30;;996,6;;230,9;;12,99;;74,6;;0;;0,0;;
16.03.2019;21:00;10,966; ;3,941;;3,227;;84,901;;10,21;;996,4;;228,9;;11,97;;73,6;;0;;0,0;;
16.03.2019;22:00;10,585; ;3,481;;2,777;;87,513;;10,39;;995,9;;232,7;;12,66;;69,8;;0;;0,0;;
16.03.2019;23:00;10,227; ;3,628;;2,882;;83,955;;10,41;;995,1;;225,3;;11,30;;71,2;;0;;0,0;;
17.03.2019;00:00;9,946; ;4,720;;4,080;;77,908;;10,37;;994,4;;218,4;;9,76;;74,2;;0;;0,0;;
17.03.2019;01:00;9,710; ;;*;;*;;*;10,21;;993,7;;217,4;;9,19;;76,7;;0;;0,0;;
17.03.2019;02:00;9,473; ;4,736;;4,028;;75,107;;10,21;;992,6;;215,8;;8,86;;76,0;;0;;0,0;;
17.03.2019;03:00;9,210; ;4,036;;3,341;;76,571;;10,13;;991,8;;217,3;;8,75;;75,9;;0;;0,0;;
17.03.2019;04:00;8,969; ;3,497;;2,793;;77,104;;9,50;;991,2;;218,8;;9,35;;82,3;;0;;0,0;;
17.03.2019;05:00;8,856; ;4,043;;3,352;;71,808;;8,38;;990,6;;216,4;;7,97;;95,9;;23;;0,4;;
17.03.2019;06:00;8,526; ;3,476;;2,865;;76,474;;7,47;;990,8;;245,3;;8,45;;94,4;;29;;0,7;;
